MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,BedroomRatio,RoomsPerPerson
-1.283215444845164,-0.674511430272233,-0.5043713681186467,-0.5681737876470506,-0.1347324438816044,1.3520738168732735,1.3819530026301587,-0.9416766666413785,-0.03135026838921888,-1.1463139839422885
-0.14651851007794697,0.524011118227137,-0.6642206468054914,-0.5951201595745678,-0.08091520430608738,-0.42979934064310066,-1.3178055781236784,1.1802280341922446,0.12460010391620445,-0.3400159512730345
0.19910094952819704,0.524011118227137,-0.5167855724119341,-0.5680773787826724,-1.0222091870703192,-1.1497693279143544,1.0659743735574208,-1.4758973795571413,-0.01839182051581283,0.47521080175545444
-0.5968094748380401,1.003420137626885,0.11152809409802665,0.42384488979123197,-0.678997357324569,0.09278198736707897,-0.8020169336078856,0.6310291704470673,-0.05842584192090159,-0.155932390706078
1.804339591448693,0.2843066085272629,1.757436464037036,-0.3923077421981012,-0.8302948799047961,-0.45204564712915707,1.047387395376672,-1.3560721729218335,-1.4066298735925629,1.5646261895849665
-1.1242368525700288,0.6838141246937196,-0.5712453540483889,0.07231496241775234,-0.45458962249080936,-0.260776401112213,1.3726595135397828,-0.9316912327551046,0.4378858602576442,-0.39173609363785444
-0.31738870105526235,0.2843066085272629,-0.29711727949341216,-0.42041821571888277,0.09069071056678765,-0.5183570070534134,-0.8066636781530719,1.075380978386344,-0.14895706760680666,0.01938609074116346
2.2960921730741415,0.2843066085272629,0.5793455660250281,-1.2347703692808893,-0.45966672056397134,-0.7830410936580299,-0.8298974008790073,0.8207524142863066,-1.2084012664529058,1.021107862296156
-0.6211014037376806,0.3642081117605543,-0.9688322488922291,0.063997682403009,0.4410104776149645,0.1894787928148563,0.9312187817469887,-1.2562178340590733,0.963504027894556,-0.9356270726468173
-0.8123208545262136,-0.8343144367388157,-0.027152440353739104,-0.3443759734204222,3.9431927284821007,0.3962740595285535,0.791816445391367,-0.46237584010013966,-0.3471477632268272,-0.4401307504377432
1.3361158414799648,-1.873033978771603,0.301166424441241,0.1019276936779772,3.2862162378149398,-0.5983579238048777,-0.9274790363279415,0.9505630548078955,-0.37876749869530646,0.5768264210381833
-1.332435217013546,1.4029276537933415,0.4299880604328273,0.16768968252444785,-0.5256689955150771,1.0620303143059893,0.48977804995419144,-0.1178783710236232,-0.443031382288103,-0.5279415927439333
-0.009351780662960246,-0.27500391410577635,-0.11191568124679901,0.25726379368050273,0.43491795992717014,-0.6865461453628463,-0.7183755317945139,0.7558470940255158,0.056992028640083264,0.3272981720105024
-0.6700032187215124,-0.914215939972107,2.2088923543749224,3.501474457850259,-1.042517579362967,-0.7190486448112822,2.04179072804676,-2.24976850574352,-0.21607881588784383,2.3159146634740777
-0.2664519600903091,0.3642081117605543,-0.1970817522607275,-0.4332139122160107,0.8938876257410134,1.0344830946434773,-1.373566512665925,1.2700969391687238,-0.24864900693750014,-0.8594486255460986
-1.4648961800971887,1.8823366731930895,-2.0130138089085294,0.341203267852408,-0.2880608056910963,-0.4528069049215882,0.9776862271988627,-1.4209774931826245,3.6001018283985773,-1.374474986811848
0.8341886299489077,-1.873033978771603,2.014016296415175,0.9267642478224339,1.7295779685834758,0.5775395552770662,-0.4953317936255204,0.7059199245941392,-1.0305751103146519,0.6930824463933247
0.24177080369484333,1.3230261505600502,0.43260570386559455,-0.13368553690477378,-0.2951687429935231,-0.35717254180110825,0.9358655262921751,-1.2761887018316211,-0.5912143779107317,0.4397779454693042
-0.7971860925416208,1.8823366731930895,0.25145904145000453,0.38603793421164695,-0.4992680855346348,-1.0992670222541403,1.6514641862510229,-0.7469607058589987,-0.19653766816137158,1.1464106153911022
-0.1362802887354281,0.12450360206068027,-0.6480227245373046,-0.23936889479480367,0.1993406093324541,-0.6979867795109074,0.43401711541194476,-1.131399910480625,0.33274205357485626,-0.11006504287363619
-0.7971860925416208,-0.03529940440590238,-0.8572997798989399,0.10929280482151357,-0.5012989247638996,-0.7270554622005782,0.6012999190386882,-1.2262615324002446,0.8322279053404733,-0.26115230389312855
0.1845385104757947,0.12450360206068027,1.0446248157538338,0.19904309996008895,-0.9653456886509049,0.599495076245366,0.9033383144758637,-0.6121573483942764,-0.8263760727070074,0.09172069946845579
-0.8488223393125847,0.4441096149938456,-2.201616550688419,-0.06439649749828211,-0.18347258538395944,1.2810088643483375,-0.7416092545204491,0.6510000382196222,3.8575376837058073,-2.0117862925187233
